concat latlng,Latitude,Longitude
-26.6253181 152.9684741,-26.6253181,152.9684741
-26.625442 152.9603393,-26.625442,152.9603393
-26.6254936 152.9678764,-26.6254936,152.9678764
-26.6255659 152.9869588,-26.6255659,152.9869588
-26.6256465 152.9677632,-26.6256465,152.9677632
-26.6257122 152.9417157,-26.6257122,152.9417157
-26.6257371 152.9677709,-26.6257371,152.9677709
-26.6257715 152.9375596,-26.6257715,152.9375596
-26.6258373 152.9390032,-26.6258373,152.9390032
-26.6258625 152.9727061,-26.6258625,152.9727061
-26.6259138 152.9658763,-26.6259138,152.9658763
-26.625922 153.0777566,-26.625922,153.0777566
-26.6259578 152.9666499,-26.6259578,152.9666499
-26.6259578 152.9666499,-26.6259578,152.9666499
-26.6259853 152.9601984,-26.6259853,152.9601984
-26.6259888 152.9862152,-26.6259888,152.9862152
-26.6260099 152.9870508,-26.6260099,152.9870508
-26.6260209 152.9604738,-26.6260209,152.9604738
-26.6260226 152.9594547,-26.6260226,152.9594547
-26.6260605 152.9661152,-26.6260605,152.9661152
-26.6262266 152.9591471,-26.6262266,152.9591471
-26.6262571 152.9624464,-26.6262571,152.9624464
-26.6263134 152.9585568,-26.6263134,152.9585568
-26.6264155 152.9599998,-26.6264155,152.9599998
-26.6265929 152.961244,-26.6265929,152.961244
-26.6266359 152.9582021,-26.6266359,152.9582021
-26.6266359 152.9582021,-26.6266359,152.9582021
-26.6267344 152.8663618,-26.6267344,152.8663618
-26.626756 152.9645889,-26.626756,152.9645889
-26.6267641 152.9658763,-26.6267641,152.9658763
-26.626768 152.9593683,-26.626768,152.9593683
-26.6267794 152.9596905,-26.6267794,152.9596905
-26.626821 152.960693,-26.626821,152.960693
-26.626888 153.0407919,-26.626888,153.0407919
-26.6269259 152.963674,-26.6269259,152.963674
-26.6269433 152.9626267,-26.6269433,152.9626267
-26.6269467 152.9644139,-26.6269467,152.9644139
-26.6270738 152.9572508,-26.6270738,152.9572508
-26.6270748 152.9628035,-26.6270748,152.9628035
-26.6272703 152.9568661,-26.6272703,152.9568661
-26.6274298 152.9568918,-26.6274298,152.9568918
-26.62746 152.9580786,-26.62746,152.9580786
-26.6274967 152.9585428,-26.6274967,152.9585428
-26.6275055 152.9582153,-26.6275055,152.9582153
-26.6275569 152.9588505,-26.6275569,152.9588505
-26.6276403 152.9613255,-26.6276403,152.9613255
-26.6276417 152.9473016,-26.6276417,152.9473016
-26.6276745 152.9693937,-26.6276745,152.9693937
-26.6278114 152.9650717,-26.6278114,152.9650717
-26.6278262 152.966687,-26.6278262,152.966687
-26.6278468 152.9673247,-26.6278468,152.9673247
-26.6278477 152.966497,-26.6278477,152.966497
-26.6278823 152.9672495,-26.6278823,152.9672495
-26.6279764 152.9823145,-26.6279764,152.9823145
-26.628021 153.0772442,-26.628021,153.0772442
-26.6280945 152.9816799,-26.6280945,152.9816799
-26.6281101 152.9598922,-26.6281101,152.9598922
-26.6281659 152.8891742,-26.6281659,152.8891742
-26.6281728 152.9650629,-26.6281728,152.9650629
-26.6281999 152.9662441,-26.6281999,152.9662441
-26.6282124 152.9582629,-26.6282124,152.9582629
-26.6283279 153.0192419,-26.6283279,153.0192419
-26.6283876 152.9450258,-26.6283876,152.9450258
-26.6283891 152.960996,-26.6283891,152.960996
-26.6284324 152.9612387,-26.6284324,152.9612387
-26.6284347 152.9452557,-26.6284347,152.9452557
-26.6285107 152.9577841,-26.6285107,152.9577841
-26.6285131 152.9613819,-26.6285131,152.9613819
-26.6286616 152.9568303,-26.6286616,152.9568303
-26.62875 152.9605712,-26.62875,152.9605712
-26.6288245 152.9600427,-26.6288245,152.9600427
-26.6288553 152.9450258,-26.6288553,152.9450258
-26.628878 152.9613474,-26.628878,152.9613474
-26.6290108 152.9610321,-26.6290108,152.9610321
-26.6290849 152.9623589,-26.6290849,152.9623589
-26.6291266 152.9571185,-26.6291266,152.9571185
-26.6291822 152.9586766,-26.6291822,152.9586766
-26.6292033 152.9666809,-26.6292033,152.9666809
-26.629239 152.9584114,-26.629239,152.9584114
-26.6292563 152.9585198,-26.6292563,152.9585198
-26.6293861 152.9586347,-26.6293861,152.9586347
-26.6295893 152.9585887,-26.6295893,152.9585887
-26.6296414 152.9534393,-26.6296414,152.9534393
-26.6297091 152.9434857,-26.6297091,152.9434857
-26.6299677 152.9556251,-26.6299677,152.9556251
-26.6299925 153.0874509,-26.6299925,153.0874509
-26.6299952 153.0895014,-26.6299952,153.0895014
-26.6300977 152.9554623,-26.6300977,152.9554623
-26.6301122 152.9381273,-26.6301122,152.9381273
-26.6301774 152.9583173,-26.6301774,152.9583173
-26.6302674 152.9590195,-26.6302674,152.9590195
-26.6305244 152.9597753,-26.6305244,152.9597753
-26.6305244 152.9597753,-26.6305244,152.9597753
-26.6305646 152.959391,-26.6305646,152.959391
-26.6306165 152.9576347,-26.6306165,152.9576347
-26.6306493 152.9577635,-26.6306493,152.9577635
-26.6306767 152.957857,-26.6306767,152.957857
-26.6308004 153.0761631,-26.6308004,153.0761631
-26.6308241 152.9638992,-26.6308241,152.9638992
-26.6308275 152.957991,-26.6308275,152.957991
-26.6308715 152.9590201,-26.6308715,152.9590201
-26.6309572 152.958075,-26.6309572,152.958075
-26.6309744 152.9375025,-26.6309744,152.9375025
-26.630989 152.9372095,-26.630989,152.9372095
-26.6310069 152.9518145,-26.6310069,152.9518145
-26.6310319 152.9662671,-26.6310319,152.9662671
-26.6310776 152.949775,-26.6310776,152.949775
-26.6310782 152.9597947,-26.6310782,152.9597947
-26.6310929 152.9375528,-26.6310929,152.9375528
-26.63114 152.960781,-26.63114,152.960781
-26.6311425 152.9633262,-26.6311425,152.9633262
-26.6312235 152.9575997,-26.6312235,152.9575997
-26.6312829 152.9656234,-26.6312829,152.9656234
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313202 152.960382,-26.6313202,152.960382
-26.6313499 152.9383136,-26.6313499,152.9383136
-26.6315144 152.9609336,-26.6315144,152.9609336
-26.6315577 152.960106,-26.6315577,152.960106
-26.6316014 152.9636463,-26.6316014,152.9636463
-26.6316611 152.9640849,-26.6316611,152.9640849
-26.6317281 152.9596922,-26.6317281,152.9596922
-26.6322143 152.9576002,-26.6322143,152.9576002
-26.6324766 152.9518829,-26.6324766,152.9518829
-26.6326631 152.9380838,-26.6326631,152.9380838
-26.6329177 153.0413607,-26.6329177,153.0413607
-26.6329959 152.9627727,-26.6329959,152.9627727
-26.6330345 152.9569336,-26.6330345,152.9569336
-26.6330756 152.9584276,-26.6330756,152.9584276
-26.6330901 152.9582848,-26.6330901,152.9582848
-26.6333012 152.9583933,-26.6333012,152.9583933
-26.6333344 152.9372103,-26.6333344,152.9372103
-26.6335154 152.9628187,-26.6335154,152.9628187
-26.6336011 152.9572094,-26.6336011,152.9572094
-26.6336056 152.9574393,-26.6336056,152.9574393
-26.6336694 152.9408192,-26.6336694,152.9408192
-26.6336763 152.957608,-26.6336763,152.957608
-26.6337387 152.9512325,-26.6337387,152.9512325
-26.6339591 152.9612009,-26.6339591,152.9612009
-26.6339634 152.9707513,-26.6339634,152.9707513
-26.6339634 152.9707513,-26.6339634,152.9707513
-26.6341819 153.1004104,-26.6341819,153.1004104
-26.6342656 152.9604031,-26.6342656,152.9604031
-26.6345088 152.9614394,-26.6345088,152.9614394
-26.63467 152.9475774,-26.63467,152.9475774
-26.6348203 152.9617152,-26.6348203,152.9617152
-26.6349241 152.9618072,-26.6349241,152.9618072
-26.6349262 152.9645199,-26.6349262,152.9645199
-26.634979 153.0422285,-26.634979,153.0422285
-26.6350786 152.9639923,-26.6350786,152.9639923
-26.6350799 152.9619451,-26.6350799,152.9619451
-26.6351377 153.0769563,-26.6351377,153.0769563
-26.6351584 153.0845128,-26.6351584,153.0845128
-26.6352005 152.9641981,-26.6352005,152.9641981
-26.6354752 153.0878482,-26.6354752,153.0878482
-26.6355077 153.0607296,-26.6355077,153.0607296
-26.6356064 152.9571405,-26.6356064,152.9571405
-26.6357331 152.946156,-26.6357331,152.946156
-26.6357331 152.946156,-26.6357331,152.946156
-26.6357331 152.946156,-26.6357331,152.946156
-26.6357351 153.042617,-26.6357351,153.042617
-26.6357685 152.9472326,-26.6357685,152.9472326
-26.6358599 152.9561979,-26.6358599,152.9561979
-26.6358721 153.0390326,-26.6358721,153.0390326
-26.6358976 152.9563818,-26.6358976,152.9563818
-26.6362143 152.95606,-26.6362143,152.95606
-26.636217 153.0829163,-26.636217,153.0829163
-26.6364798 153.0878712,-26.6364798,153.0878712
-26.6370606 152.9498072,-26.6370606,152.9498072
-26.6372449 152.9496693,-26.6372449,152.9496693
-26.6378623 153.0628916,-26.6378623,153.0628916
-26.6379358 152.9472799,-26.6379358,152.9472799
-26.6380979 153.0886582,-26.6380979,153.0886582
-26.6382936 153.0621339,-26.6382936,153.0621339
-26.6384971 152.9685929,-26.6384971,152.9685929
-26.6388889 152.9493934,-26.6388889,152.9493934
-26.639058 152.9500081,-26.639058,152.9500081
-26.6392175 152.959901,-26.6392175,152.959901
-26.6395089 152.9588646,-26.6395089,152.9588646
-26.6396226 152.9378304,-26.6396226,152.9378304
-26.6397343 152.9371183,-26.6397343,152.9371183
-26.639802 152.977359,-26.639802,152.977359
-26.6398718 152.9487958,-26.6398718,152.9487958
-26.6399316 152.9360711,-26.6399316,152.9360711
-26.640053 152.958211,-26.640053,152.958211
-26.6401163 152.9530025,-26.6401163,152.9530025
-26.6403381 152.9515155,-26.6403381,152.9515155
-26.6403479 152.9485774,-26.6403479,152.9485774
-26.6404478 152.9491176,-26.6404478,152.9491176
-26.6416275 152.9631029,-26.6416275,152.9631029
-26.6417225 153.0126803,-26.6417225,153.0126803
-26.6421712 153.0696355,-26.6421712,153.0696355
-26.6424519 153.0710683,-26.6424519,153.0710683
-26.6426391 153.0612816,-26.6426391,153.0612816
-26.6428331 153.0611896,-26.6428331,153.0611896
-26.6428789 153.0645476,-26.6428789,153.0645476
-26.6429485 153.0600856,-26.6429485,153.0600856
-26.6429665 153.0605916,-26.6429665,153.0605916
-26.6430451 153.0602466,-26.6430451,153.0602466
-26.6430632 153.0593956,-26.6430632,153.0593956
-26.6431248 153.0645016,-26.6431248,153.0645016
-26.6431635 153.0715858,-26.6431635,153.0715858
-26.6431743 153.0580616,-26.6431743,153.0580616
-26.6431743 153.0580616,-26.6431743,153.0580616
-26.6432027 152.9534393,-26.6432027,152.9534393
-26.6432193 152.934287,-26.6432193,152.934287
-26.6433628 152.9481981,-26.6433628,152.9481981
-26.6433922 153.0644501,-26.6433922,153.0644501
-26.6434505 153.0360853,-26.6434505,153.0360853
-26.6434505 153.0360853,-26.6434505,153.0360853
-26.6434505 153.0360853,-26.6434505,153.0360853
-26.6434585 153.0705278,-26.6434585,153.0705278
-26.6436476 153.0628916,-26.6436476,153.0628916
-26.6437069 153.0645479,-26.6437069,153.0645479
-26.6437102 152.9504319,-26.6437102,152.9504319
-26.6438308 153.0684346,-26.6438308,153.0684346
-26.6438975 153.0518227,-26.6438975,153.0518227
-26.6441021 153.0726439,-26.6441021,153.0726439
-26.6442722 153.0726439,-26.6442722,153.0726439
-26.6443111 153.0770141,-26.6443111,153.0770141
-26.6443309 153.0684395,-26.6443309,153.0684395
-26.6443433 152.9465941,-26.6443433,152.9465941
-26.6443565 153.0730579,-26.6443565,153.0730579
-26.6443568 153.0846451,-26.6443568,153.0846451
-26.6443691 153.0787623,-26.6443691,153.0787623
-26.6445735 153.0560273,-26.6445735,153.0560273
-26.6446911 153.0855709,-26.6446911,153.0855709
-26.6446966 152.960221,-26.6446966,152.960221
-26.6447949 153.0856629,-26.6447949,153.0856629
-26.6449251 153.081442,-26.6449251,153.081442
-26.6449687 153.0596141,-26.6449687,153.0596141
-26.6454686 152.9605658,-26.6454686,152.9605658
-26.6454807 152.947694,-26.6454807,152.947694
-26.6455531 153.0788313,-26.6455531,153.0788313
-26.6457258 152.9460285,-26.6457258,152.9460285
-26.6457725 152.995328,-26.6457725,152.995328
-26.6459192 152.9463503,-26.6459192,152.9463503
-26.6459336 152.949388,-26.6459336,152.949388
-26.6459765 152.9489743,-26.6459765,152.9489743
-26.6459789 152.9945692,-26.6459789,152.9945692
-26.6460355 152.9604279,-26.6460355,152.9604279
-26.6460725 153.0838918,-26.6460725,153.0838918
-26.646126 152.9960178,-26.646126,152.9960178
-26.6462139 153.0731959,-26.6462139,153.0731959
-26.6462271 153.0761861,-26.6462271,153.0761861
-26.646341 153.0757124,-26.646341,153.0757124
-26.6463582 153.0768301,-26.6463582,153.0768301
-26.6465465 153.0782439,-26.6465465,153.0782439
-26.6465553 152.9517853,-26.6465553,152.9517853
-26.6467068 153.0786473,-26.6467068,153.0786473
-26.6467706 152.9954933,-26.6467706,152.9954933
-26.646834 152.9516933,-26.646834,152.9516933
-26.6469409 153.0761401,-26.6469409,153.0761401
-26.6470313 153.0860425,-26.6470313,153.0860425
-26.6471183 153.0760711,-26.6471183,153.0760711
-26.6473408 152.9955119,-26.6473408,152.9955119
-26.6473479 152.8210498,-26.6473479,152.8210498
-26.6473822 153.0765311,-26.6473822,153.0765311
-26.6474772 153.0864565,-26.6474772,153.0864565
-26.647486 152.9515554,-26.647486,152.9515554
-26.647518 153.0861345,-26.647518,153.0861345
-26.6476601 152.9487039,-26.6476601,152.9487039
-26.6477065 152.9510099,-26.6477065,152.9510099
-26.6477415 153.0865478,-26.6477415,153.0865478
-26.6478256 152.9497568,-26.6478256,152.9497568
-26.6478509 152.9499709,-26.6478509,152.9499709
-26.6478533 153.0866268,-26.6478533,153.0866268
-26.6479361 152.9506455,-26.6479361,152.9506455
-26.6479756 153.086031,-26.6479756,153.086031
-26.647989 152.9517738,-26.647989,152.9517738
-26.64799 152.9616693,-26.64799,152.9616693
-26.6480008 153.0887683,-26.6480008,153.0887683
-26.6480067 152.9492396,-26.6480067,152.9492396
-26.6480198 152.9514634,-26.6480198,152.9514634
-26.648062 153.0892257,-26.648062,153.0892257
-26.6480709 152.9610256,-26.6480709,152.9610256
-26.6480777 153.0861087,-26.6480777,153.0861087
-26.6481235 153.0834906,-26.6481235,153.0834906
-26.648151 152.9612095,-26.648151,152.9612095
-26.6481922 152.9454675,-26.6481922,152.9454675
-26.6482794 152.9521157,-26.6482794,152.9521157
-26.6484018 152.9530558,-26.6484018,152.9530558
-26.6484036 152.9508827,-26.6484036,152.9508827
-26.6484533 152.9528696,-26.6484533,152.9528696
-26.6485372 153.0838078,-26.6485372,153.0838078
-26.648605 152.9496189,-26.648605,152.9496189
-26.6486224 153.0846623,-26.6486224,153.0846623
-26.6486511 153.0839148,-26.6486511,153.0839148
-26.6488029 153.0865945,-26.6488029,153.0865945
-26.6488293 152.9856241,-26.6488293,152.9856241
-26.6488679 153.0848233,-26.6488679,153.0848233
-26.648893 153.088435,-26.648893,153.088435
-26.648893 153.088435,-26.648893,153.088435
-26.6489073 153.085801,-26.6489073,153.085801
-26.6489443 153.0874655,-26.6489443,153.0874655
-26.6489451 153.0560447,-26.6489451,153.0560447
-26.6489515 153.0849729,-26.6489515,153.0849729
-26.6490068 153.0856629,-26.6490068,153.0856629
-26.649017 153.0852949,-26.649017,153.0852949
-26.6490578 153.0838227,-26.6490578,153.0838227
-26.6492048 153.0830318,-26.6492048,153.0830318
-26.649219 153.0876987,-26.649219,153.0876987
-26.6493582 153.0848809,-26.6493582,153.0848809
-26.6494247 153.0870891,-26.6494247,153.0870891
-26.6495529 153.0827388,-26.6495529,153.0827388
-26.6498434 153.0904015,-26.6498434,153.0904015
-26.6498519 153.0822423,-26.6498519,153.0822423
-26.6499471 153.085893,-26.6499471,153.085893
-26.6499497 153.0869511,-26.6499497,153.0869511
-26.6500523 153.0882189,-26.6500523,153.0882189
-26.6501693 153.0786243,-26.6501693,153.0786243
-26.6502085 153.0898955,-26.6502085,153.0898955
-26.6502128 153.0900672,-26.6502128,153.0900672
-26.6502167 153.0868065,-26.6502167,153.0868065
-26.6503377 153.0867671,-26.6503377,153.0867671
-26.6504495 153.0905498,-26.6504495,153.0905498
-26.6504942 153.086491,-26.6504942,153.086491
-26.6506339 153.0898955,-26.6506339,153.0898955
-26.6506417 153.0896334,-26.6506417,153.0896334
-26.6506432 153.0816835,-26.6506432,153.0816835
-26.6507279 153.0889983,-26.6507279,153.0889983
-26.6507282 153.089831,-26.6507282,153.089831
-26.6507786 153.0626013,-26.6507786,153.0626013
-26.6508492 153.0872459,-26.6508492,153.0872459
-26.6508539 153.0921268,-26.6508539,153.0921268
-26.6509028 153.0901715,-26.6509028,153.0901715
-26.6510328 152.9555499,-26.6510328,152.9555499
-26.6512087 153.0919887,-26.6512087,153.0919887
-26.6513023 153.0924488,-26.6513023,153.0924488
-26.6513462 153.088071,-26.6513462,153.088071
-26.6513782 153.0908233,-26.6513782,153.0908233
-26.6514357 153.0005704,-26.6514357,153.0005704
-26.651456 153.0614426,-26.651456,153.0614426
-26.6516421 152.9998116,-26.6516421,152.9998116
-26.6516502 153.0915315,-26.6516502,153.0915315
-26.6516714 153.0923016,-26.6516714,153.0923016
-26.6516737 153.0796422,-26.6516737,153.0796422
-26.651684 153.0869795,-26.651684,153.0869795
-26.6517835 152.966497,-26.6517835,152.966497
-26.6517963 153.0923618,-26.6517963,153.0923618
-26.6518969 153.0612737,-26.6518969,153.0612737
-26.6519171 153.093484,-26.6519171,153.093484
-26.6520107 152.9875659,-26.6520107,152.9875659
-26.6520516 153.0614426,-26.6520516,153.0614426
-26.6520788 153.0891675,-26.6520788,153.0891675
-26.6520828 153.0702888,-26.6520828,153.0702888
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6520957 153.0826248,-26.6520957,153.0826248
-26.6521124 153.0923183,-26.6521124,153.0923183
-26.6521215 153.0606376,-26.6521215,153.0606376
-26.6521784 153.0928859,-26.6521784,153.0928859
-26.6522808 153.0901485,-26.6522808,153.0901485
-26.6522915 153.0930239,-26.6522915,153.0930239
-26.6523593 153.0580385,-26.6523593,153.0580385
-26.6523593 153.0580385,-26.6523593,153.0580385
-26.6523609 152.9539451,-26.6523609,152.9539451
-26.6523691 153.0887605,-26.6523691,153.0887605
-26.6523778 153.0889944,-26.6523778,153.0889944
-26.6523778 153.0889944,-26.6523778,153.0889944
-26.6523849 153.0897791,-26.6523849,153.0897791
-26.6523849 153.0897791,-26.6523849,153.0897791
-26.6524946 153.0924695,-26.6524946,153.0924695
-26.6525116 153.0673975,-26.6525116,153.0673975
-26.6525659 153.0835007,-26.6525659,153.0835007
-26.6526035 153.060632,-26.6526035,153.060632
-26.6526181 153.1007711,-26.6526181,153.1007711
-26.6526298 153.0846508,-26.6526298,153.0846508
-26.6526545 153.0601617,-26.6526545,153.0601617
-26.6526701 153.090196,-26.6526701,153.090196
-26.65271 153.0926349,-26.65271,153.0926349
-26.6528627 152.9409569,-26.6528627,152.9409569
-26.6530644 153.0793201,-26.6530644,153.0793201
-26.6531127 153.0869467,-26.6531127,153.0869467
-26.6531268 153.0084343,-26.6531268,153.0084343
-26.6531833 153.093852,-26.6531833,153.093852
-26.6533165 152.9636004,-26.6533165,152.9636004
-26.6533485 153.0562217,-26.6533485,153.0562217
-26.6533869 153.0779632,-26.6533869,153.0779632
-26.653494 153.086273,-26.653494,153.086273
-26.6535031 152.9635774,-26.6535031,152.9635774
-26.6535266 153.0557387,-26.6535266,153.0557387
-26.6536287 153.0558266,-26.6536287,153.0558266
-26.6537082 153.0582017,-26.6537082,153.0582017
-26.6537967 153.082568,-26.6537967,153.082568
-26.6538322 153.0861081,-26.6538322,153.0861081
-26.653874 153.088157,-26.653874,153.088157
-26.6540931 153.0832707,-26.6540931,153.0832707
-26.6541286 153.0552193,-26.6541286,153.0552193
-26.6542585 153.1004517,-26.6542585,153.1004517
-26.6542735 153.0829027,-26.6542735,153.0829027
-26.6543059 153.0546577,-26.6543059,153.0546577
-26.6543686 153.0988135,-26.6543686,153.0988135
-26.6544096 153.0642666,-26.6544096,153.0642666
-26.6544385 153.0603493,-26.6544385,153.0603493
-26.6544592 153.0802956,-26.6544592,153.0802956
-26.6544939 153.100848,-26.6544939,153.100848
-26.6546566 153.093461,-26.6546566,153.093461
-26.6546612 153.0804184,-26.6546612,153.0804184
-26.6547016 153.0539907,-26.6547016,153.0539907
-26.6547185 153.0872642,-26.6547185,153.0872642
-26.6547399 153.1009916,-26.6547399,153.1009916
-26.6547678 153.0961059,-26.6547678,153.0961059
-26.6548249 153.080172,-26.6548249,153.080172
-26.6548978 153.099951,-26.6548978,153.099951
-26.6549539 153.0806024,-26.6549539,153.0806024
-26.6549924 153.1011589,-26.6549924,153.1011589
-26.6550015 153.1029126,-26.6550015,153.1029126
-26.6550039 153.0599272,-26.6550039,153.0599272
-26.6550117 153.0800504,-26.6550117,153.0800504
-26.6550855 153.0964054,-26.6550855,153.0964054
-26.6551412 153.094497,-26.6551412,153.094497
-26.655152 153.0707118,-26.655152,153.0707118
-26.6551618 153.0549456,-26.6551618,153.0549456
-26.6551713 153.0781182,-26.6551713,153.0781182
-26.6551906 153.0947261,-26.6551906,153.0947261
-26.6552193 153.0802344,-26.6552193,153.0802344
-26.6552255 153.0917567,-26.6552255,153.0917567
-26.6552525 153.0948848,-26.6552525,153.0948848
-26.6553004 153.0924107,-26.6553004,153.0924107
-26.6553509 153.0781642,-26.6553509,153.0781642
-26.6553578 153.0973256,-26.6553578,153.0973256
-26.6553624 153.0984988,-26.6553624,153.0984988
-26.655368 153.0969575,-26.655368,153.0969575
-26.6553683 153.0989026,-26.6553683,153.0989026
-26.6554247 153.0969014,-26.6554247,153.0969014
-26.6554266 153.0717468,-26.6554266,153.0717468
-26.6554838 153.0956906,-26.6554838,153.0956906
-26.6554955 153.0952174,-26.6554955,153.0952174
-26.6555282 153.1028696,-26.6555282,153.1028696
-26.65555 153.0911606,-26.65555,153.0911606
-26.6555534 153.0735179,-26.6555534,153.0735179
-26.6556166 153.0628272,-26.6556166,153.0628272
-26.6557241 153.0973486,-26.6557241,153.0973486
-26.6557326 153.0978086,-26.6557326,153.0978086
-26.6557607 153.0979467,-26.6557607,153.0979467
-26.655767 153.0948104,-26.655767,153.0948104
-26.6557693 153.0835189,-26.6557693,153.0835189
-26.6557803 153.0976246,-26.6557803,153.0976246
-26.655787 153.0991516,-26.655787,153.0991516
-26.6557947 153.0974866,-26.6557947,153.0974866
-26.6559089 153.0729659,-26.6559089,153.0729659
-26.6559353 153.098951,-26.6559353,153.098951
-26.6559456 153.0735639,-26.6559456,153.0735639
-26.6559601 153.0936197,-26.6559601,153.0936197
-26.6561147 153.093565,-26.6561147,153.093565
-26.6561303 153.0784403,-26.6561303,153.0784403
-26.6561368 153.0966585,-26.6561368,153.0966585
-26.65617 153.093906,-26.65617,153.093906
-26.6561752 153.0694697,-26.6561752,153.0694697
-26.6562101 153.0943274,-26.6562101,153.0943274
-26.6562127 153.0696538,-26.6562127,153.0696538
-26.6562524 153.0973984,-26.6562524,153.0973984
-26.6562815 153.0975786,-26.6562815,153.0975786
-26.656299 153.0903027,-26.656299,153.0903027
-26.6563078 153.0706428,-26.6563078,153.0706428
-26.6563141 153.0583463,-26.6563141,153.0583463
-26.6563413 153.0638116,-26.6563413,153.0638116
-26.6563758 153.0948274,-26.6563758,153.0948274
-26.6564031 153.093576,-26.6564031,153.093576
-26.6564608 153.0922793,-26.6564608,153.0922793
-26.656477 153.0507019,-26.656477,153.0507019
-26.6565082 153.0941971,-26.6565082,153.0941971
-26.6565764 153.0941059,-26.6565764,153.0941059
-26.6565912 153.0694237,-26.6565912,153.0694237
-26.6566324 153.093553,-26.6566324,153.093553
-26.6566362 153.0913223,-26.6566362,153.0913223
-26.6566435 153.0860271,-26.6566435,153.0860271
-26.6566693 153.0977762,-26.6566693,153.0977762
-26.6567267 153.0940596,-26.6567267,153.0940596
-26.656774 153.1031294,-26.656774,153.1031294
-26.6567752 153.0683427,-26.6567752,153.0683427
-26.6568175 153.0989588,-26.6568175,153.0989588
-26.6568384 153.0945651,-26.6568384,153.0945651
-26.6568557 153.0892188,-26.6568557,153.0892188
-26.6568881 153.0940218,-26.6568881,153.0940218
-26.6569398 153.0508859,-26.6569398,153.0508859
-26.6569757 153.0940076,-26.6569757,153.0940076
-26.6569988 153.0853054,-26.6569988,153.0853054
-26.6571224 152.9677615,-26.6571224,152.9677615
-26.6572332 153.086128,-26.6572332,153.086128
-26.6572367 153.0875895,-26.6572367,153.0875895
-26.6572521 153.0929052,-26.6572521,153.0929052
-26.6573525 153.0872258,-26.6573525,153.0872258
-26.6574195 153.082362,-26.6574195,153.082362
-26.6574957 153.0956003,-26.6574957,153.0956003
-26.6575521 152.9679914,-26.6575521,152.9679914
-26.657604 153.0369661,-26.657604,153.0369661
-26.6577234 153.0844898,-26.6577234,153.0844898
-26.6577501 153.0590595,-26.6577501,153.0590595
-26.6577895 153.0707118,-26.6577895,153.0707118
